2020-11-13 14:43:48,051 [main] INFO  org.apache.iotdb.db.conf.IoTDBDescriptor:148 - Start to read config file file:sbin/../conf/iotdb-engine.properties 
2020-11-13 14:45:02,491 [pool-6-IoTDB-RPC-Client-thread-227] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-227 
2020-11-13 14:45:02,491 [pool-6-IoTDB-RPC-Client-thread-227] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,491 [pool-6-IoTDB-RPC-Client-thread-228] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-228 
2020-11-13 14:45:02,491 [pool-6-IoTDB-RPC-Client-thread-228] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,491 [pool-6-IoTDB-RPC-Client-thread-229] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-229 
2020-11-13 14:45:02,491 [pool-6-IoTDB-RPC-Client-thread-229] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,495 [pool-6-IoTDB-RPC-Client-thread-230] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-230 
2020-11-13 14:45:02,495 [pool-6-IoTDB-RPC-Client-thread-230] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,495 [pool-6-IoTDB-RPC-Client-thread-231] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-231 
2020-11-13 14:45:02,495 [pool-6-IoTDB-RPC-Client-thread-231] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,495 [pool-6-IoTDB-RPC-Client-thread-232] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-232 
2020-11-13 14:45:02,495 [pool-6-IoTDB-RPC-Client-thread-232] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,499 [pool-6-IoTDB-RPC-Client-thread-233] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-233 
2020-11-13 14:45:02,499 [pool-6-IoTDB-RPC-Client-thread-233] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,499 [pool-6-IoTDB-RPC-Client-thread-234] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-234 
2020-11-13 14:45:02,499 [pool-6-IoTDB-RPC-Client-thread-234] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,499 [pool-6-IoTDB-RPC-Client-thread-235] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-235 
2020-11-13 14:45:02,500 [pool-6-IoTDB-RPC-Client-thread-235] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,500 [pool-6-IoTDB-RPC-Client-thread-236] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-236 
2020-11-13 14:45:02,500 [pool-6-IoTDB-RPC-Client-thread-236] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,500 [pool-6-IoTDB-RPC-Client-thread-237] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-237 
2020-11-13 14:45:02,500 [pool-6-IoTDB-RPC-Client-thread-237] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,500 [pool-6-IoTDB-RPC-Client-thread-238] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-238 
2020-11-13 14:45:02,500 [pool-6-IoTDB-RPC-Client-thread-238] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,501 [pool-6-IoTDB-RPC-Client-thread-239] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-239 
2020-11-13 14:45:02,501 [pool-6-IoTDB-RPC-Client-thread-239] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,503 [pool-6-IoTDB-RPC-Client-thread-240] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-240 
2020-11-13 14:45:02,503 [pool-6-IoTDB-RPC-Client-thread-240] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,503 [pool-6-IoTDB-RPC-Client-thread-241] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-241 
2020-11-13 14:45:02,503 [pool-6-IoTDB-RPC-Client-thread-241] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,503 [pool-6-IoTDB-RPC-Client-thread-242] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-242 
2020-11-13 14:45:02,503 [pool-6-IoTDB-RPC-Client-thread-242] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,504 [pool-6-IoTDB-RPC-Client-thread-243] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-243 
2020-11-13 14:45:02,504 [pool-6-IoTDB-RPC-Client-thread-243] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,504 [pool-6-IoTDB-RPC-Client-thread-244] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-244 
2020-11-13 14:45:02,504 [pool-6-IoTDB-RPC-Client-thread-244] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,504 [pool-6-IoTDB-RPC-Client-thread-245] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-245 
2020-11-13 14:45:02,504 [pool-6-IoTDB-RPC-Client-thread-245] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,504 [pool-6-IoTDB-RPC-Client-thread-246] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-246 
2020-11-13 14:45:02,504 [pool-6-IoTDB-RPC-Client-thread-246] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,505 [pool-6-IoTDB-RPC-Client-thread-247] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-247 
2020-11-13 14:45:02,505 [pool-6-IoTDB-RPC-Client-thread-248] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-248 
2020-11-13 14:45:02,505 [pool-6-IoTDB-RPC-Client-thread-247] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,505 [pool-6-IoTDB-RPC-Client-thread-248] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,505 [pool-6-IoTDB-RPC-Client-thread-249] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-249 
2020-11-13 14:45:02,505 [pool-6-IoTDB-RPC-Client-thread-249] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,506 [pool-6-IoTDB-RPC-Client-thread-250] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-250 
2020-11-13 14:45:02,506 [pool-6-IoTDB-RPC-Client-thread-251] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-251 
2020-11-13 14:45:02,506 [pool-6-IoTDB-RPC-Client-thread-250] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,506 [pool-6-IoTDB-RPC-Client-thread-251] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,506 [pool-6-IoTDB-RPC-Client-thread-252] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-252 
2020-11-13 14:45:02,506 [pool-6-IoTDB-RPC-Client-thread-252] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,506 [pool-6-IoTDB-RPC-Client-thread-253] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-253 
2020-11-13 14:45:02,506 [pool-6-IoTDB-RPC-Client-thread-253] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,507 [pool-6-IoTDB-RPC-Client-thread-254] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-254 
2020-11-13 14:45:02,507 [pool-6-IoTDB-RPC-Client-thread-254] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,507 [pool-6-IoTDB-RPC-Client-thread-255] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-255 
2020-11-13 14:45:02,507 [pool-6-IoTDB-RPC-Client-thread-255] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,508 [pool-6-IoTDB-RPC-Client-thread-256] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-256 
2020-11-13 14:45:02,508 [pool-6-IoTDB-RPC-Client-thread-256] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,508 [pool-6-IoTDB-RPC-Client-thread-259] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-259 
2020-11-13 14:45:02,508 [pool-6-IoTDB-RPC-Client-thread-259] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,508 [pool-6-IoTDB-RPC-Client-thread-258] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-258 
2020-11-13 14:45:02,508 [pool-6-IoTDB-RPC-Client-thread-257] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-257 
2020-11-13 14:45:02,508 [pool-6-IoTDB-RPC-Client-thread-258] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,508 [pool-6-IoTDB-RPC-Client-thread-257] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,508 [pool-6-IoTDB-RPC-Client-thread-260] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-260 
2020-11-13 14:45:02,508 [pool-6-IoTDB-RPC-Client-thread-260] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,508 [pool-6-IoTDB-RPC-Client-thread-261] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-261 
2020-11-13 14:45:02,508 [pool-6-IoTDB-RPC-Client-thread-262] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-262 
2020-11-13 14:45:02,509 [pool-6-IoTDB-RPC-Client-thread-261] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,509 [pool-6-IoTDB-RPC-Client-thread-262] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,509 [pool-6-IoTDB-RPC-Client-thread-263] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-263 
2020-11-13 14:45:02,509 [pool-6-IoTDB-RPC-Client-thread-263] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,509 [pool-6-IoTDB-RPC-Client-thread-264] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-264 
2020-11-13 14:45:02,509 [pool-6-IoTDB-RPC-Client-thread-264] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,509 [pool-6-IoTDB-RPC-Client-thread-265] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-265 
2020-11-13 14:45:02,509 [pool-6-IoTDB-RPC-Client-thread-265] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,510 [pool-6-IoTDB-RPC-Client-thread-266] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-266 
2020-11-13 14:45:02,510 [pool-6-IoTDB-RPC-Client-thread-266] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,510 [pool-6-IoTDB-RPC-Client-thread-267] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-267 
2020-11-13 14:45:02,510 [pool-6-IoTDB-RPC-Client-thread-267] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,510 [pool-6-IoTDB-RPC-Client-thread-268] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-268 
2020-11-13 14:45:02,510 [pool-6-IoTDB-RPC-Client-thread-268] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,510 [pool-6-IoTDB-RPC-Client-thread-269] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-269 
2020-11-13 14:45:02,510 [pool-6-IoTDB-RPC-Client-thread-269] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,510 [pool-6-IoTDB-RPC-Client-thread-270] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-270 
2020-11-13 14:45:02,510 [pool-6-IoTDB-RPC-Client-thread-270] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,510 [pool-6-IoTDB-RPC-Client-thread-271] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-271 
2020-11-13 14:45:02,510 [pool-6-IoTDB-RPC-Client-thread-271] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,510 [pool-6-IoTDB-RPC-Client-thread-272] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-272 
2020-11-13 14:45:02,510 [pool-6-IoTDB-RPC-Client-thread-272] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,510 [pool-6-IoTDB-RPC-Client-thread-273] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-273 
2020-11-13 14:45:02,510 [pool-6-IoTDB-RPC-Client-thread-273] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,511 [pool-6-IoTDB-RPC-Client-thread-274] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-274 
2020-11-13 14:45:02,511 [pool-6-IoTDB-RPC-Client-thread-274] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,511 [pool-6-IoTDB-RPC-Client-thread-275] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-275 
2020-11-13 14:45:02,511 [pool-6-IoTDB-RPC-Client-thread-275] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,511 [pool-6-IoTDB-RPC-Client-thread-276] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-276 
2020-11-13 14:45:02,511 [pool-6-IoTDB-RPC-Client-thread-276] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,511 [pool-6-IoTDB-RPC-Client-thread-277] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-277 
2020-11-13 14:45:02,511 [pool-6-IoTDB-RPC-Client-thread-277] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,511 [pool-6-IoTDB-RPC-Client-thread-278] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-278 
2020-11-13 14:45:02,511 [pool-6-IoTDB-RPC-Client-thread-278] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,511 [pool-6-IoTDB-RPC-Client-thread-279] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-279 
2020-11-13 14:45:02,511 [pool-6-IoTDB-RPC-Client-thread-279] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,511 [pool-6-IoTDB-RPC-Client-thread-280] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-280 
2020-11-13 14:45:02,512 [pool-6-IoTDB-RPC-Client-thread-280] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,512 [pool-6-IoTDB-RPC-Client-thread-281] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-281 
2020-11-13 14:45:02,512 [pool-6-IoTDB-RPC-Client-thread-281] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,512 [pool-6-IoTDB-RPC-Client-thread-282] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-282 
2020-11-13 14:45:02,512 [pool-6-IoTDB-RPC-Client-thread-282] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,512 [pool-6-IoTDB-RPC-Client-thread-283] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-283 
2020-11-13 14:45:02,512 [pool-6-IoTDB-RPC-Client-thread-283] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,512 [pool-6-IoTDB-RPC-Client-thread-284] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-284 
2020-11-13 14:45:02,512 [pool-6-IoTDB-RPC-Client-thread-284] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,515 [pool-6-IoTDB-RPC-Client-thread-285] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-285 
2020-11-13 14:45:02,515 [pool-6-IoTDB-RPC-Client-thread-285] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,515 [pool-6-IoTDB-RPC-Client-thread-286] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-286 
2020-11-13 14:45:02,515 [pool-6-IoTDB-RPC-Client-thread-286] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,516 [pool-6-IoTDB-RPC-Client-thread-287] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-287 
2020-11-13 14:45:02,516 [pool-6-IoTDB-RPC-Client-thread-287] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,516 [pool-6-IoTDB-RPC-Client-thread-288] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-288 
2020-11-13 14:45:02,516 [pool-6-IoTDB-RPC-Client-thread-288] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,516 [pool-6-IoTDB-RPC-Client-thread-289] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-289 
2020-11-13 14:45:02,516 [pool-6-IoTDB-RPC-Client-thread-289] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,516 [pool-6-IoTDB-RPC-Client-thread-290] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-290 
2020-11-13 14:45:02,516 [pool-6-IoTDB-RPC-Client-thread-290] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,516 [pool-6-IoTDB-RPC-Client-thread-291] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-291 
2020-11-13 14:45:02,516 [pool-6-IoTDB-RPC-Client-thread-291] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,516 [pool-6-IoTDB-RPC-Client-thread-292] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-292 
2020-11-13 14:45:02,517 [pool-6-IoTDB-RPC-Client-thread-292] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,517 [pool-6-IoTDB-RPC-Client-thread-293] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-293 
2020-11-13 14:45:02,517 [pool-6-IoTDB-RPC-Client-thread-293] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,519 [pool-6-IoTDB-RPC-Client-thread-294] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-294 
2020-11-13 14:45:02,519 [pool-6-IoTDB-RPC-Client-thread-294] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,519 [pool-6-IoTDB-RPC-Client-thread-295] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-295 
2020-11-13 14:45:02,519 [pool-6-IoTDB-RPC-Client-thread-295] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,519 [pool-6-IoTDB-RPC-Client-thread-296] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-296 
2020-11-13 14:45:02,519 [pool-6-IoTDB-RPC-Client-thread-296] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,519 [pool-6-IoTDB-RPC-Client-thread-297] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-297 
2020-11-13 14:45:02,520 [pool-6-IoTDB-RPC-Client-thread-297] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,520 [pool-6-IoTDB-RPC-Client-thread-298] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-298 
2020-11-13 14:45:02,520 [pool-6-IoTDB-RPC-Client-thread-298] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,520 [pool-6-IoTDB-RPC-Client-thread-299] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-299 
2020-11-13 14:45:02,520 [pool-6-IoTDB-RPC-Client-thread-299] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,520 [pool-6-IoTDB-RPC-Client-thread-300] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-300 
2020-11-13 14:45:02,520 [pool-6-IoTDB-RPC-Client-thread-300] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,520 [pool-6-IoTDB-RPC-Client-thread-301] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-301 
2020-11-13 14:45:02,520 [pool-6-IoTDB-RPC-Client-thread-301] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,520 [pool-6-IoTDB-RPC-Client-thread-302] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-302 
2020-11-13 14:45:02,521 [pool-6-IoTDB-RPC-Client-thread-302] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,521 [pool-6-IoTDB-RPC-Client-thread-303] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-303 
2020-11-13 14:45:02,521 [pool-6-IoTDB-RPC-Client-thread-303] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,521 [pool-6-IoTDB-RPC-Client-thread-304] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-304 
2020-11-13 14:45:02,521 [pool-6-IoTDB-RPC-Client-thread-304] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,521 [pool-6-IoTDB-RPC-Client-thread-305] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-305 
2020-11-13 14:45:02,521 [pool-6-IoTDB-RPC-Client-thread-305] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,521 [pool-6-IoTDB-RPC-Client-thread-306] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-306 
2020-11-13 14:45:02,521 [pool-6-IoTDB-RPC-Client-thread-306] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,521 [pool-6-IoTDB-RPC-Client-thread-307] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-307 
2020-11-13 14:45:02,521 [pool-6-IoTDB-RPC-Client-thread-307] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
2020-11-13 14:45:02,521 [pool-6-IoTDB-RPC-Client-thread-308] INFO  org.apache.iotdb.db.service.TSServiceImpl:251 - User root opens Session-308 
2020-11-13 14:45:02,521 [pool-6-IoTDB-RPC-Client-thread-308] INFO  org.apache.iotdb.db.service.TSServiceImpl:252 - IoTDB: Login status: Login successfully. User : root 
